"Collection Name","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Yellow Jacket Collection","5MT-3 House 1","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1980","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person sitting in the dirt at the Yellow Jacket archeological dig site looks down at a section they are examining. A notebook, trowels, and other tools are around them.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_080.jpg","https://ark.colorado.edu/ark:/47540/rr5r2h47703q","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","201","1247966","5263","YJC06.05_003_080.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~201~1247966"
"CU Museum of Natural History: Yellow Jacket Collection","5MT-3 House 1","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1980","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A group sits around a work area at the Yellow Jacket archeological dig site. One person appears to be recording notes on a clipboard, and another sits in a chair just next to them. The others appear to be sitting and talking with one another. A tent and other tools are visible in the corner of the image.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_081.jpg","https://ark.colorado.edu/ark:/47540/wr7v4z94w5xx","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","202","1247965","5263","YJC06.05_003_081.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~202~1247965"
"CU Museum of Natural History: Yellow Jacket Collection","5MT-5","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1982/1986","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A photograph showing a shovel and an excavated piece of pottery in the dirt of the Yellow Jacket archeological dig site.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.04_001_061.jpg","https://ark.colorado.edu/ark:/47540/n71f7z97n7wk","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","101","1248067","5263","YJC06.04_001_061.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~101~1248067"
"CU Museum of Natural History: Yellow Jacket Collection","5MT-5 catalog","Devised","University of Colorado Museum of Natural History","Creator","http://id.loc.gov/authorities/names/no2020079554","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","catalogs (documents)","http://vocab.getty.edu/page/aat/300026059","1987","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","4 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This lab catalog created in the field at the Yellow Jacket site contains an abbreviated inventory and description, including catalog numbers, of objects at site 5MT-5. Composed by students and staff at the University of Colorado Boulder Natural History Museum, the document contains handwritten notes on grid-lined paper.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","Indians of North America--Southwest, New--Antiquities","https://lccn.loc.gov/sh85065521","","","","","Wheat, Joe Ben","http://id.loc.gov/authorities/names/n86818999","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC01.02_002.04_003.pdf","https://ark.colorado.edu/ark:/47540/2z180f77c86g","CU Museum of Natural History","2021","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5","1248253","5263","YJC01.02_002.04_003.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~5~1248253"
"CU Museum of Natural History: Yellow Jacket Collection","5MT-5 crew in Great Kiva","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1990","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Ten people sit on a rocky desert landscape in the sunshine, smiling for a group photograph. Joe Ben Wheat is pictured on the top right of the image. Around them are desert bush and cacti.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_001_043.jpg","https://ark.colorado.edu/ark:/47540/tm098830r331","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","123","1248045","5263","YJC06.05_001_043.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~123~1248045"
"CU Museum of Natural History: Yellow Jacket Collection","Andy Darling","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1987","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person, identified as Andy Darling, looks toward the camera, standing near an excavated stone wall in an area at the Yellow Jacket archeological dig site. Written on verso: ""5MT-3 House. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_107.jpg","https://ark.colorado.edu/ark:/47540/f8887f04d79k","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","228","1247939","5263","YJC06.05_003_107.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~228~1247939"
"CU Museum of Natural History: Yellow Jacket Collection","Andy Darling measuring in","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1987","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person, identified as Andy Darling, looks toward something on their overshirt as they stand near an excavated stone wall in an area at the Yellow Jacket archeological dig site. Written on verso: ""5MT-3 House 1. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_108.jpg","https://ark.colorado.edu/ark:/47540/586k1x86x969","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","229","1247938","5263","YJC06.05_003_108.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~229~1247938"
"CU Museum of Natural History: Yellow Jacket Collection","Augustine Wanzama at work","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1981","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person, identified as Augustine Wanzama, kneels in the dirt of an excavated area at the Yellow Jacket archeological dig site. Sage brush and a mountain range are visible in the background behind them. Written on verso: ""5MT-3 House 2. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_082.jpg","https://ark.colorado.edu/ark:/47540/6v3z1m10x3tk","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","203","1247964","5263","YJC06.05_003_082.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~203~1247964"
"CU Museum of Natural History: Yellow Jacket Collection","Barbara LaMont","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person, identified as Barbara LaMont, sits in the dirt at an excavated area at the Yellow Jacket archeological dig site, smiling toward the camera with their eyes closed. They wear a flower-printed bucket hat and are holding a trowel.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_022.jpg","https://ark.colorado.edu/ark:/47540/zn2n3g9512c9","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","144","1248024","5263","YJC06.05_003_022.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~144~1248024"
"CU Museum of Natural History: Yellow Jacket Collection","Bob Homman in EU","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Photographed from behind, a person (Bob Homman) crouches in the dirt working at the Yellow Jacket archeological dig site. Written on verso: ""5MT-3 House 3""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_012.jpg","https://ark.colorado.edu/ark:/47540/9r7m8t94312h","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","134","1248034","5263","YJC06.05_003_012.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~134~1248034"
"CU Museum of Natural History: Yellow Jacket Collection","Brad","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1978","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person holding a trowel, noted as Brad, looks up at the camera as he works at an area at the Yellow Jacket archeological dig site. Nearby is a metal pail and a small broom.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_071.jpg","https://ark.colorado.edu/ark:/47540/4m8g5n55s817","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","192","1247975","5263","YJC06.05_003_071.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~192~1247975"
"CU Museum of Natural History: Yellow Jacket Collection","Central area with Kiva, BM III slab room and house block","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1985","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person sits in the dirt in an excavated area at the Yellow Jacket archeological dig site. They are holding a trowel and looking downward. Details of the excavated stone ruins are visible, and there are tools such as ladders, shovels, and sifting trays around them. Written on verso: ""Betty Tobias. 5MT-3 House 2. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_104.jpg","https://ark.colorado.edu/ark:/47540/7x2v4z40z732","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","225","1247942","5263","YJC06.05_003_104.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~225~1247942"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Nine people stand in rocky field, working on clearing sage from the area. Written on verso: ""5MT-3 House 1. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_023.jpg","https://ark.colorado.edu/ark:/47540/5q45096313f9","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","145","1248023","5263","YJC06.05_003_023.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~145~1248023"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage from house I at mt-3","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Five people work in a landscape with sage brush. They are identified as “Jettie, John, Janet, and Georgeanne.” One has a hatchet raised above their head as they work. Joe Ben Wheat stands in the center of the photograph with his back facing the camera, looking on. Written on verso: ""Looking NW. Photo by JSB.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_013.jpg","https://ark.colorado.edu/ark:/47540/hh474b64b9rd","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","135","1248033","5263","YJC06.05_003_013.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~135~1248033"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage on House 2","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1982","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Three people stand in a field of sage brush, using tools to remove it from an area at the Yellow Jacket archeological dig site. A farm and mountain range are visible in the background. Written on verso: ""Left to right: Andi, Lisa, Bobbi. 5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_091.jpg","https://ark.colorado.edu/ark:/47540/qs356d3939px","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","212","1247955","5263","YJC06.05_003_091.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~212~1247955"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage on House 2","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1982","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Three people work in a field of sage brush, using tools to remove the growth from an area at the Yellow Jacket archeological dig site. A farm and mountain range are visible in the background. Written on verso: ""Left to right: Andi, Lisa, Bobbi. 5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_092.jpg","https://ark.colorado.edu/ark:/47540/g82t2d3064rf","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","213","1247954","5263","YJC06.05_003_092.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~213~1247954"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage on House 2","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1982","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Two people stand in a field of sage, using tools to remove the growth from an area at the Yellow Jacket archeological dig site. A farm and mountain range are visible in the background. Written on verso: ""Left to right: Andi, Lisa, Bobbi. 5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_093.jpg","https://ark.colorado.edu/ark:/47540/k355515445h0","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","214","1247953","5263","YJC06.05_003_093.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~214~1247953"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage on House 2","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1982","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Two people stand in a field of sage brush, looking toward the camera at the Yellow Jacket archeological dig site. One rests their hand on a tool, and another holds clumps of branches. A farm and mountain range are visible in the background. Written on verso: ""Left to right: Andi, Lisa, Bobbi. 5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_094.jpg","https://ark.colorado.edu/ark:/47540/q9873s49d5xq","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","215","1247952","5263","YJC06.05_003_094.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~215~1247952"
"CU Museum of Natural History: Yellow Jacket Collection","Clearing sage on House 2","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1982","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Two people work in a field of sage brush, using tools to remove it from an area at the Yellow Jacket archeological dig site. One person holds a tool in their hand, and the other is bending down to remove excess branches. A farm and mountain range are visible in the background. Written on verso: ""Left to right: Andi, Lisa, Bobbi. 5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_095.jpg","https://ark.colorado.edu/ark:/47540/ws5s5z59r1dt","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","216","1247951","5263","YJC06.05_003_095.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~216~1247951"
